,sample_id,pdb_id,protein_path,ligand_path
456,5nwe,5nwe,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5nwe/5nwe_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5nwe/5nwe_ligand.sdf
457,1jdj,1jdj,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1jdj/1jdj_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1jdj/1jdj_ligand.sdf
458,1t4s,1t4s,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1t4s/1t4s_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1t4s/1t4s_ligand.sdf
459,3t6r,3t6r,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3t6r/3t6r_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3t6r/3t6r_ligand.sdf
460,3qnj,3qnj,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3qnj/3qnj_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3qnj/3qnj_ligand.sdf
461,4aua,4aua,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4aua/4aua_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4aua/4aua_ligand.sdf
462,5fsm,5fsm,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5fsm/5fsm_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5fsm/5fsm_ligand.sdf
463,1ke9,1ke9,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1ke9/1ke9_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1ke9/1ke9_ligand.sdf
464,4dus,4dus,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4dus/4dus_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4dus/4dus_ligand.sdf
465,2p95,2p95,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2p95/2p95_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2p95/2p95_ligand.sdf
466,6oyh,6oyh,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6oyh/6oyh_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6oyh/6oyh_ligand.sdf
467,2vci,2vci,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2vci/2vci_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2vci/2vci_ligand.sdf
468,5w6o,5w6o,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5w6o/5w6o_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5w6o/5w6o_ligand.sdf
469,3prs,3prs,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3prs/3prs_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3prs/3prs_ligand.sdf
470,4wk1,4wk1,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4wk1/4wk1_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4wk1/4wk1_ligand.sdf
471,3s3m,3s3m,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3s3m/3s3m_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3s3m/3s3m_ligand.sdf
472,4eo4,4eo4,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4eo4/4eo4_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4eo4/4eo4_ligand.sdf
473,3lcv,3lcv,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3lcv/3lcv_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3lcv/3lcv_ligand.sdf
474,3pke,3pke,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3pke/3pke_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3pke/3pke_ligand.sdf
475,1loq,1loq,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1loq/1loq_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1loq/1loq_ligand.sdf
476,6oi8,6oi8,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6oi8/6oi8_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6oi8/6oi8_ligand.sdf
477,3zsx,3zsx,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3zsx/3zsx_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3zsx/3zsx_ligand.sdf
478,5lca,5lca,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5lca/5lca_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5lca/5lca_ligand.sdf
479,1swr,1swr,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1swr/1swr_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1swr/1swr_ligand.sdf
480,4i3z,4i3z,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4i3z/4i3z_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4i3z/4i3z_ligand.sdf
481,2zp0,2zp0,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2zp0/2zp0_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2zp0/2zp0_ligand.sdf
482,3i02,3i02,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3i02/3i02_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3i02/3i02_ligand.sdf
483,6ow2,6ow2,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6ow2/6ow2_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6ow2/6ow2_ligand.sdf
484,5my8,5my8,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5my8/5my8_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5my8/5my8_ligand.sdf
485,4jsa,4jsa,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4jsa/4jsa_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4jsa/4jsa_ligand.sdf
486,4mss,4mss,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4mss/4mss_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4mss/4mss_ligand.sdf
487,3r0h,3r0h,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3r0h/3r0h_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3r0h/3r0h_ligand.sdf
488,3vbg,3vbg,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3vbg/3vbg_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3vbg/3vbg_ligand.sdf
489,1bl6,1bl6,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1bl6/1bl6_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1bl6/1bl6_ligand.sdf
490,4yv8,4yv8,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4yv8/4yv8_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4yv8/4yv8_ligand.sdf
491,1kll,1kll,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1kll/1kll_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1kll/1kll_ligand.sdf
492,5gmu,5gmu,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5gmu/5gmu_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5gmu/5gmu_ligand.sdf
493,6bqh,6bqh,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6bqh/6bqh_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6bqh/6bqh_ligand.sdf
494,5u0e,5u0e,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5u0e/5u0e_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5u0e/5u0e_ligand.sdf
495,4ibb,4ibb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4ibb/4ibb_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4ibb/4ibb_ligand.sdf
496,2l6e,2l6e,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2l6e/2l6e_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2l6e/2l6e_ligand.sdf
497,4ehm,4ehm,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4ehm/4ehm_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4ehm/4ehm_ligand.sdf
498,4jx9,4jx9,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4jx9/4jx9_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4jx9/4jx9_ligand.sdf
499,4jc1,4jc1,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4jc1/4jc1_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4jc1/4jc1_ligand.sdf
500,5f2f,5f2f,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5f2f/5f2f_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5f2f/5f2f_ligand.sdf
501,3nzc,3nzc,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3nzc/3nzc_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3nzc/3nzc_ligand.sdf
502,1fax,1fax,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1fax/1fax_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1fax/1fax_ligand.sdf
503,3qem,3qem,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3qem/3qem_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3qem/3qem_ligand.sdf
504,6hhj,6hhj,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6hhj/6hhj_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6hhj/6hhj_ligand.sdf
505,1db5,1db5,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1db5/1db5_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1db5/1db5_ligand.sdf
506,2vot,2vot,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2vot/2vot_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2vot/2vot_ligand.sdf
507,3fvk,3fvk,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3fvk/3fvk_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3fvk/3fvk_ligand.sdf
508,3i7e,3i7e,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3i7e/3i7e_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3i7e/3i7e_ligand.sdf
509,4deh,4deh,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4deh/4deh_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4deh/4deh_ligand.sdf
510,4iu4,4iu4,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4iu4/4iu4_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4iu4/4iu4_ligand.sdf
511,3gb2,3gb2,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3gb2/3gb2_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3gb2/3gb2_ligand.sdf
512,2a29,2a29,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2a29/2a29_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2a29/2a29_ligand.sdf
513,3wqw,3wqw,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3wqw/3wqw_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3wqw/3wqw_ligand.sdf
514,4c1g,4c1g,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4c1g/4c1g_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4c1g/4c1g_ligand.sdf
515,1puq,1puq,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1puq/1puq_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1puq/1puq_ligand.sdf
516,6gzm,6gzm,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6gzm/6gzm_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6gzm/6gzm_ligand.sdf
517,5f00,5f00,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5f00/5f00_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5f00/5f00_ligand.sdf
518,1ct8,1ct8,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1ct8/1ct8_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1ct8/1ct8_ligand.sdf
519,2v54,2v54,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2v54/2v54_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2v54/2v54_ligand.sdf
520,5eue,5eue,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5eue/5eue_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5eue/5eue_ligand.sdf
521,2zg3,2zg3,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2zg3/2zg3_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2zg3/2zg3_ligand.sdf
522,5huw,5huw,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5huw/5huw_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5huw/5huw_ligand.sdf
523,4qdk,4qdk,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4qdk/4qdk_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4qdk/4qdk_ligand.sdf
524,5zjf,5zjf,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5zjf/5zjf_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5zjf/5zjf_ligand.sdf
525,3ft5,3ft5,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3ft5/3ft5_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3ft5/3ft5_ligand.sdf
526,5y8y,5y8y,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5y8y/5y8y_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5y8y/5y8y_ligand.sdf
527,6boy,6boy,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6boy/6boy_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6boy/6boy_ligand.sdf
528,4trw,4trw,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4trw/4trw_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4trw/4trw_ligand.sdf
529,3c0z,3c0z,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3c0z/3c0z_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3c0z/3c0z_ligand.sdf
530,5ddf,5ddf,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5ddf/5ddf_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5ddf/5ddf_ligand.sdf
531,6i8b,6i8b,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6i8b/6i8b_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6i8b/6i8b_ligand.sdf
532,6mja,6mja,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6mja/6mja_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6mja/6mja_ligand.sdf
533,1bq3,1bq3,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1bq3/1bq3_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1bq3/1bq3_ligand.sdf
534,6q38,6q38,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6q38/6q38_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6q38/6q38_ligand.sdf
535,6ipl,6ipl,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6ipl/6ipl_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6ipl/6ipl_ligand.sdf
536,3h98,3h98,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3h98/3h98_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3h98/3h98_ligand.sdf
537,6nk0,6nk0,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6nk0/6nk0_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6nk0/6nk0_ligand.sdf
538,5lm6,5lm6,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5lm6/5lm6_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5lm6/5lm6_ligand.sdf
539,6b59,6b59,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6b59/6b59_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6b59/6b59_ligand.sdf
540,4acg,4acg,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4acg/4acg_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4acg/4acg_ligand.sdf
541,4k3p,4k3p,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4k3p/4k3p_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4k3p/4k3p_ligand.sdf
542,5fas,5fas,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5fas/5fas_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5fas/5fas_ligand.sdf
543,4dcy,4dcy,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4dcy/4dcy_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4dcy/4dcy_ligand.sdf
544,1x8b,1x8b,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1x8b/1x8b_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1x8b/1x8b_ligand.sdf
545,5i7u,5i7u,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5i7u/5i7u_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5i7u/5i7u_ligand.sdf
546,2xv1,2xv1,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2xv1/2xv1_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2xv1/2xv1_ligand.sdf
547,6hmg,6hmg,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6hmg/6hmg_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6hmg/6hmg_ligand.sdf
548,1r10,1r10,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1r10/1r10_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1r10/1r10_ligand.sdf
549,5db0,5db0,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5db0/5db0_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5db0/5db0_ligand.sdf
550,5tqu,5tqu,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5tqu/5tqu_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5tqu/5tqu_ligand.sdf
551,1y91,1y91,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1y91/1y91_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1y91/1y91_ligand.sdf
552,4hyb,4hyb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4hyb/4hyb_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4hyb/4hyb_ligand.sdf
553,4r4c,4r4c,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4r4c/4r4c_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4r4c/4r4c_ligand.sdf
554,6g9f,6g9f,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6g9f/6g9f_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6g9f/6g9f_ligand.sdf
555,3mna,3mna,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3mna/3mna_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3mna/3mna_ligand.sdf
556,3ui7,3ui7,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3ui7/3ui7_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3ui7/3ui7_ligand.sdf
557,2uxz,2uxz,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2uxz/2uxz_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2uxz/2uxz_ligand.sdf
558,4f6v,4f6v,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4f6v/4f6v_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4f6v/4f6v_ligand.sdf
559,6gjb,6gjb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6gjb/6gjb_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6gjb/6gjb_ligand.sdf
560,4aa1,4aa1,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4aa1/4aa1_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4aa1/4aa1_ligand.sdf
561,1qf5,1qf5,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1qf5/1qf5_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1qf5/1qf5_ligand.sdf
562,3hcm,3hcm,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3hcm/3hcm_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3hcm/3hcm_ligand.sdf
563,4oq3,4oq3,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4oq3/4oq3_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4oq3/4oq3_ligand.sdf
564,3veu,3veu,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3veu/3veu_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3veu/3veu_ligand.sdf
565,2fes,2fes,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2fes/2fes_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/2fes/2fes_ligand.sdf
566,3ms9,3ms9,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3ms9/3ms9_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3ms9/3ms9_ligand.sdf
567,1owi,1owi,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1owi/1owi_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1owi/1owi_ligand.sdf
568,1oba,1oba,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1oba/1oba_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1oba/1oba_ligand.sdf
569,1y2j,1y2j,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1y2j/1y2j_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1y2j/1y2j_ligand.sdf
570,4rj7,4rj7,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4rj7/4rj7_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4rj7/4rj7_ligand.sdf
571,5n9l,5n9l,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5n9l/5n9l_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5n9l/5n9l_ligand.sdf
572,3ggv,3ggv,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3ggv/3ggv_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3ggv/3ggv_ligand.sdf
573,1vjb,1vjb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1vjb/1vjb_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1vjb/1vjb_ligand.sdf
574,5kqd,5kqd,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5kqd/5kqd_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5kqd/5kqd_ligand.sdf
575,1j4k,1j4k,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1j4k/1j4k_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/1j4k/1j4k_ligand.sdf
576,3lp4,3lp4,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3lp4/3lp4_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3lp4/3lp4_ligand.sdf
577,3nhi,3nhi,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3nhi/3nhi_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3nhi/3nhi_ligand.sdf
578,4jt9,4jt9,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4jt9/4jt9_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4jt9/4jt9_ligand.sdf
579,6hkx,6hkx,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6hkx/6hkx_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6hkx/6hkx_ligand.sdf
580,5sz4,5sz4,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5sz4/5sz4_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/5sz4/5sz4_ligand.sdf
581,6aqq,6aqq,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6aqq/6aqq_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6aqq/6aqq_ligand.sdf
582,4o2b,4o2b,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4o2b/4o2b_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4o2b/4o2b_ligand.sdf
583,4hws,4hws,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4hws/4hws_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/4hws/4hws_ligand.sdf
584,6r4s,6r4s,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6r4s/6r4s_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6r4s/6r4s_ligand.sdf
585,6mt6,6mt6,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6mt6/6mt6_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/6mt6/6mt6_ligand.sdf
586,3dz6,3dz6,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3dz6/3dz6_protein_processed.pdb,/storage/home/hhive1/awallace43/data/share/PDBBind_processed/3dz6/3dz6_ligand.sdf
