,sample_id,pdb_id,protein_path,ligand_path
1818,4xg8,4xg8,/storage/ice1/7/3/awallace43/PDBBind_processed/4xg8/4xg8_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4xg8/4xg8_ligand.sdf
1819,3rth,3rth,/storage/ice1/7/3/awallace43/PDBBind_processed/3rth/3rth_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3rth/3rth_ligand.sdf
1820,2p16,2p16,/storage/ice1/7/3/awallace43/PDBBind_processed/2p16/2p16_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2p16/2p16_ligand.sdf
1821,1yy6,1yy6,/storage/ice1/7/3/awallace43/PDBBind_processed/1yy6/1yy6_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1yy6/1yy6_ligand.sdf
1822,4mgc,4mgc,/storage/ice1/7/3/awallace43/PDBBind_processed/4mgc/4mgc_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4mgc/4mgc_ligand.sdf
1823,6e7j,6e7j,/storage/ice1/7/3/awallace43/PDBBind_processed/6e7j/6e7j_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6e7j/6e7j_ligand.sdf
1824,4pl6,4pl6,/storage/ice1/7/3/awallace43/PDBBind_processed/4pl6/4pl6_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4pl6/4pl6_ligand.sdf
1825,2h65,2h65,/storage/ice1/7/3/awallace43/PDBBind_processed/2h65/2h65_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2h65/2h65_ligand.sdf
1826,2br8,2br8,/storage/ice1/7/3/awallace43/PDBBind_processed/2br8/2br8_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2br8/2br8_ligand.sdf
1827,1f9g,1f9g,/storage/ice1/7/3/awallace43/PDBBind_processed/1f9g/1f9g_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1f9g/1f9g_ligand.sdf
1828,6c42,6c42,/storage/ice1/7/3/awallace43/PDBBind_processed/6c42/6c42_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6c42/6c42_ligand.sdf
1829,5laz,5laz,/storage/ice1/7/3/awallace43/PDBBind_processed/5laz/5laz_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5laz/5laz_ligand.sdf
1830,4ie4,4ie4,/storage/ice1/7/3/awallace43/PDBBind_processed/4ie4/4ie4_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4ie4/4ie4_ligand.sdf
1831,4zow,4zow,/storage/ice1/7/3/awallace43/PDBBind_processed/4zow/4zow_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4zow/4zow_ligand.sdf
1832,1g35,1g35,/storage/ice1/7/3/awallace43/PDBBind_processed/1g35/1g35_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1g35/1g35_ligand.sdf
1833,2c1a,2c1a,/storage/ice1/7/3/awallace43/PDBBind_processed/2c1a/2c1a_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2c1a/2c1a_ligand.sdf
1834,6u80,6u80,/storage/ice1/7/3/awallace43/PDBBind_processed/6u80/6u80_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6u80/6u80_ligand.sdf
1835,3l2y,3l2y,/storage/ice1/7/3/awallace43/PDBBind_processed/3l2y/3l2y_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3l2y/3l2y_ligand.sdf
1836,1oko,1oko,/storage/ice1/7/3/awallace43/PDBBind_processed/1oko/1oko_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1oko/1oko_ligand.sdf
1837,6hhp,6hhp,/storage/ice1/7/3/awallace43/PDBBind_processed/6hhp/6hhp_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6hhp/6hhp_ligand.sdf
1838,4zip,4zip,/storage/ice1/7/3/awallace43/PDBBind_processed/4zip/4zip_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4zip/4zip_ligand.sdf
1839,6cdp,6cdp,/storage/ice1/7/3/awallace43/PDBBind_processed/6cdp/6cdp_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6cdp/6cdp_ligand.sdf
1840,5uiq,5uiq,/storage/ice1/7/3/awallace43/PDBBind_processed/5uiq/5uiq_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5uiq/5uiq_ligand.sdf
1841,5fow,5fow,/storage/ice1/7/3/awallace43/PDBBind_processed/5fow/5fow_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5fow/5fow_ligand.sdf
1842,6c2y,6c2y,/storage/ice1/7/3/awallace43/PDBBind_processed/6c2y/6c2y_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6c2y/6c2y_ligand.sdf
1843,4x8u,4x8u,/storage/ice1/7/3/awallace43/PDBBind_processed/4x8u/4x8u_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4x8u/4x8u_ligand.sdf
1844,5u0d,5u0d,/storage/ice1/7/3/awallace43/PDBBind_processed/5u0d/5u0d_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5u0d/5u0d_ligand.sdf
1845,2r5q,2r5q,/storage/ice1/7/3/awallace43/PDBBind_processed/2r5q/2r5q_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2r5q/2r5q_ligand.sdf
1846,4his,4his,/storage/ice1/7/3/awallace43/PDBBind_processed/4his/4his_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4his/4his_ligand.sdf
1847,1nlp,1nlp,/storage/ice1/7/3/awallace43/PDBBind_processed/1nlp/1nlp_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1nlp/1nlp_ligand.sdf
1848,1w10,1w10,/storage/ice1/7/3/awallace43/PDBBind_processed/1w10/1w10_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1w10/1w10_ligand.sdf
1849,4fny,4fny,/storage/ice1/7/3/awallace43/PDBBind_processed/4fny/4fny_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4fny/4fny_ligand.sdf
1850,1f0r,1f0r,/storage/ice1/7/3/awallace43/PDBBind_processed/1f0r/1f0r_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1f0r/1f0r_ligand.sdf
1851,2wca,2wca,/storage/ice1/7/3/awallace43/PDBBind_processed/2wca/2wca_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2wca/2wca_ligand.sdf
1852,4bzs,4bzs,/storage/ice1/7/3/awallace43/PDBBind_processed/4bzs/4bzs_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4bzs/4bzs_ligand.sdf
1853,2cgw,2cgw,/storage/ice1/7/3/awallace43/PDBBind_processed/2cgw/2cgw_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2cgw/2cgw_ligand.sdf
1854,4gmc,4gmc,/storage/ice1/7/3/awallace43/PDBBind_processed/4gmc/4gmc_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4gmc/4gmc_ligand.sdf
1855,2yz3,2yz3,/storage/ice1/7/3/awallace43/PDBBind_processed/2yz3/2yz3_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2yz3/2yz3_ligand.sdf
1856,4jbp,4jbp,/storage/ice1/7/3/awallace43/PDBBind_processed/4jbp/4jbp_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4jbp/4jbp_ligand.sdf
1857,1tnj,1tnj,/storage/ice1/7/3/awallace43/PDBBind_processed/1tnj/1tnj_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1tnj/1tnj_ligand.sdf
1858,5j41,5j41,/storage/ice1/7/3/awallace43/PDBBind_processed/5j41/5j41_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5j41/5j41_ligand.sdf
1859,5jf7,5jf7,/storage/ice1/7/3/awallace43/PDBBind_processed/5jf7/5jf7_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5jf7/5jf7_ligand.sdf
1860,6ps9,6ps9,/storage/ice1/7/3/awallace43/PDBBind_processed/6ps9/6ps9_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6ps9/6ps9_ligand.sdf
1861,5hog,5hog,/storage/ice1/7/3/awallace43/PDBBind_processed/5hog/5hog_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5hog/5hog_ligand.sdf
1862,5mi6,5mi6,/storage/ice1/7/3/awallace43/PDBBind_processed/5mi6/5mi6_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5mi6/5mi6_ligand.sdf
1863,5mz8,5mz8,/storage/ice1/7/3/awallace43/PDBBind_processed/5mz8/5mz8_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5mz8/5mz8_ligand.sdf
1864,2vxa,2vxa,/storage/ice1/7/3/awallace43/PDBBind_processed/2vxa/2vxa_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2vxa/2vxa_ligand.sdf
1865,5vqw,5vqw,/storage/ice1/7/3/awallace43/PDBBind_processed/5vqw/5vqw_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5vqw/5vqw_ligand.sdf
1866,4dhm,4dhm,/storage/ice1/7/3/awallace43/PDBBind_processed/4dhm/4dhm_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4dhm/4dhm_ligand.sdf
1867,6iuo,6iuo,/storage/ice1/7/3/awallace43/PDBBind_processed/6iuo/6iuo_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6iuo/6iuo_ligand.sdf
1868,3qip,3qip,/storage/ice1/7/3/awallace43/PDBBind_processed/3qip/3qip_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3qip/3qip_ligand.sdf
1869,4zls,4zls,/storage/ice1/7/3/awallace43/PDBBind_processed/4zls/4zls_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4zls/4zls_ligand.sdf
1870,1c85,1c85,/storage/ice1/7/3/awallace43/PDBBind_processed/1c85/1c85_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1c85/1c85_ligand.sdf
1871,2jjb,2jjb,/storage/ice1/7/3/awallace43/PDBBind_processed/2jjb/2jjb_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2jjb/2jjb_ligand.sdf
1872,5jxn,5jxn,/storage/ice1/7/3/awallace43/PDBBind_processed/5jxn/5jxn_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5jxn/5jxn_ligand.sdf
1873,5nai,5nai,/storage/ice1/7/3/awallace43/PDBBind_processed/5nai/5nai_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5nai/5nai_ligand.sdf
1874,3u9q,3u9q,/storage/ice1/7/3/awallace43/PDBBind_processed/3u9q/3u9q_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3u9q/3u9q_ligand.sdf
1875,1owk,1owk,/storage/ice1/7/3/awallace43/PDBBind_processed/1owk/1owk_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1owk/1owk_ligand.sdf
1876,4rqi,4rqi,/storage/ice1/7/3/awallace43/PDBBind_processed/4rqi/4rqi_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4rqi/4rqi_ligand.sdf
1877,5vp1,5vp1,/storage/ice1/7/3/awallace43/PDBBind_processed/5vp1/5vp1_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5vp1/5vp1_ligand.sdf
1878,6o8u,6o8u,/storage/ice1/7/3/awallace43/PDBBind_processed/6o8u/6o8u_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6o8u/6o8u_ligand.sdf
1879,3d0e,3d0e,/storage/ice1/7/3/awallace43/PDBBind_processed/3d0e/3d0e_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3d0e/3d0e_ligand.sdf
1880,6kdx,6kdx,/storage/ice1/7/3/awallace43/PDBBind_processed/6kdx/6kdx_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6kdx/6kdx_ligand.sdf
1881,3slz,3slz,/storage/ice1/7/3/awallace43/PDBBind_processed/3slz/3slz_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3slz/3slz_ligand.sdf
1882,4lv3,4lv3,/storage/ice1/7/3/awallace43/PDBBind_processed/4lv3/4lv3_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4lv3/4lv3_ligand.sdf
1883,4q4r,4q4r,/storage/ice1/7/3/awallace43/PDBBind_processed/4q4r/4q4r_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4q4r/4q4r_ligand.sdf
1884,5aqq,5aqq,/storage/ice1/7/3/awallace43/PDBBind_processed/5aqq/5aqq_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5aqq/5aqq_ligand.sdf
1885,2o0u,2o0u,/storage/ice1/7/3/awallace43/PDBBind_processed/2o0u/2o0u_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2o0u/2o0u_ligand.sdf
1886,1izh,1izh,/storage/ice1/7/3/awallace43/PDBBind_processed/1izh/1izh_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1izh/1izh_ligand.sdf
1887,1ujj,1ujj,/storage/ice1/7/3/awallace43/PDBBind_processed/1ujj/1ujj_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1ujj/1ujj_ligand.sdf
1888,4ehg,4ehg,/storage/ice1/7/3/awallace43/PDBBind_processed/4ehg/4ehg_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4ehg/4ehg_ligand.sdf
1889,4ryc,4ryc,/storage/ice1/7/3/awallace43/PDBBind_processed/4ryc/4ryc_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4ryc/4ryc_ligand.sdf
1890,4y7r,4y7r,/storage/ice1/7/3/awallace43/PDBBind_processed/4y7r/4y7r_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4y7r/4y7r_ligand.sdf
1891,1uwb,1uwb,/storage/ice1/7/3/awallace43/PDBBind_processed/1uwb/1uwb_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1uwb/1uwb_ligand.sdf
1892,5i9x,5i9x,/storage/ice1/7/3/awallace43/PDBBind_processed/5i9x/5i9x_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5i9x/5i9x_ligand.sdf
1893,3ued,3ued,/storage/ice1/7/3/awallace43/PDBBind_processed/3ued/3ued_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3ued/3ued_ligand.sdf
1894,6bhh,6bhh,/storage/ice1/7/3/awallace43/PDBBind_processed/6bhh/6bhh_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6bhh/6bhh_ligand.sdf
1895,6mji,6mji,/storage/ice1/7/3/awallace43/PDBBind_processed/6mji/6mji_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6mji/6mji_ligand.sdf
1896,4amy,4amy,/storage/ice1/7/3/awallace43/PDBBind_processed/4amy/4amy_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4amy/4amy_ligand.sdf
1897,2f4j,2f4j,/storage/ice1/7/3/awallace43/PDBBind_processed/2f4j/2f4j_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2f4j/2f4j_ligand.sdf
1898,3kvx,3kvx,/storage/ice1/7/3/awallace43/PDBBind_processed/3kvx/3kvx_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3kvx/3kvx_ligand.sdf
1899,4eb9,4eb9,/storage/ice1/7/3/awallace43/PDBBind_processed/4eb9/4eb9_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4eb9/4eb9_ligand.sdf
1900,4q1d,4q1d,/storage/ice1/7/3/awallace43/PDBBind_processed/4q1d/4q1d_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4q1d/4q1d_ligand.sdf
1901,6g4n,6g4n,/storage/ice1/7/3/awallace43/PDBBind_processed/6g4n/6g4n_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6g4n/6g4n_ligand.sdf
1902,1u1b,1u1b,/storage/ice1/7/3/awallace43/PDBBind_processed/1u1b/1u1b_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1u1b/1u1b_ligand.sdf
1903,3qfd,3qfd,/storage/ice1/7/3/awallace43/PDBBind_processed/3qfd/3qfd_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3qfd/3qfd_ligand.sdf
1904,3d6o,3d6o,/storage/ice1/7/3/awallace43/PDBBind_processed/3d6o/3d6o_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3d6o/3d6o_ligand.sdf
1905,4wrq,4wrq,/storage/ice1/7/3/awallace43/PDBBind_processed/4wrq/4wrq_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4wrq/4wrq_ligand.sdf
1906,5tt7,5tt7,/storage/ice1/7/3/awallace43/PDBBind_processed/5tt7/5tt7_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5tt7/5tt7_ligand.sdf
1907,1sc8,1sc8,/storage/ice1/7/3/awallace43/PDBBind_processed/1sc8/1sc8_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1sc8/1sc8_ligand.sdf
1908,4crf,4crf,/storage/ice1/7/3/awallace43/PDBBind_processed/4crf/4crf_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4crf/4crf_ligand.sdf
1909,2hd1,2hd1,/storage/ice1/7/3/awallace43/PDBBind_processed/2hd1/2hd1_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2hd1/2hd1_ligand.sdf
1910,3mfv,3mfv,/storage/ice1/7/3/awallace43/PDBBind_processed/3mfv/3mfv_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3mfv/3mfv_ligand.sdf
1911,5drt,5drt,/storage/ice1/7/3/awallace43/PDBBind_processed/5drt/5drt_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5drt/5drt_ligand.sdf
1912,1eb1,1eb1,/storage/ice1/7/3/awallace43/PDBBind_processed/1eb1/1eb1_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1eb1/1eb1_ligand.sdf
1913,2wou,2wou,/storage/ice1/7/3/awallace43/PDBBind_processed/2wou/2wou_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2wou/2wou_ligand.sdf
1914,1c5q,1c5q,/storage/ice1/7/3/awallace43/PDBBind_processed/1c5q/1c5q_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1c5q/1c5q_ligand.sdf
1915,3b7u,3b7u,/storage/ice1/7/3/awallace43/PDBBind_processed/3b7u/3b7u_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3b7u/3b7u_ligand.sdf
1916,3jsi,3jsi,/storage/ice1/7/3/awallace43/PDBBind_processed/3jsi/3jsi_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3jsi/3jsi_ligand.sdf
1917,3hau,3hau,/storage/ice1/7/3/awallace43/PDBBind_processed/3hau/3hau_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3hau/3hau_ligand.sdf
1918,4xcu,4xcu,/storage/ice1/7/3/awallace43/PDBBind_processed/4xcu/4xcu_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4xcu/4xcu_ligand.sdf
1919,5f3e,5f3e,/storage/ice1/7/3/awallace43/PDBBind_processed/5f3e/5f3e_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5f3e/5f3e_ligand.sdf
1920,4c72,4c72,/storage/ice1/7/3/awallace43/PDBBind_processed/4c72/4c72_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4c72/4c72_ligand.sdf
1921,6pl3,6pl3,/storage/ice1/7/3/awallace43/PDBBind_processed/6pl3/6pl3_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6pl3/6pl3_ligand.sdf
1922,2w26,2w26,/storage/ice1/7/3/awallace43/PDBBind_processed/2w26/2w26_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2w26/2w26_ligand.sdf
1923,1fvv,1fvv,/storage/ice1/7/3/awallace43/PDBBind_processed/1fvv/1fvv_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1fvv/1fvv_ligand.sdf
1924,5db1,5db1,/storage/ice1/7/3/awallace43/PDBBind_processed/5db1/5db1_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5db1/5db1_ligand.sdf
1925,4uyn,4uyn,/storage/ice1/7/3/awallace43/PDBBind_processed/4uyn/4uyn_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4uyn/4uyn_ligand.sdf
1926,2wd1,2wd1,/storage/ice1/7/3/awallace43/PDBBind_processed/2wd1/2wd1_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2wd1/2wd1_ligand.sdf
1927,1em6,1em6,/storage/ice1/7/3/awallace43/PDBBind_processed/1em6/1em6_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1em6/1em6_ligand.sdf
1928,6ftp,6ftp,/storage/ice1/7/3/awallace43/PDBBind_processed/6ftp/6ftp_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6ftp/6ftp_ligand.sdf
1929,2hyy,2hyy,/storage/ice1/7/3/awallace43/PDBBind_processed/2hyy/2hyy_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2hyy/2hyy_ligand.sdf
1930,3dpk,3dpk,/storage/ice1/7/3/awallace43/PDBBind_processed/3dpk/3dpk_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3dpk/3dpk_ligand.sdf
1931,3guz,3guz,/storage/ice1/7/3/awallace43/PDBBind_processed/3guz/3guz_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3guz/3guz_ligand.sdf
1932,3mw1,3mw1,/storage/ice1/7/3/awallace43/PDBBind_processed/3mw1/3mw1_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3mw1/3mw1_ligand.sdf
1933,3h03,3h03,/storage/ice1/7/3/awallace43/PDBBind_processed/3h03/3h03_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3h03/3h03_ligand.sdf
1934,5okt,5okt,/storage/ice1/7/3/awallace43/PDBBind_processed/5okt/5okt_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5okt/5okt_ligand.sdf
1935,3mv0,3mv0,/storage/ice1/7/3/awallace43/PDBBind_processed/3mv0/3mv0_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3mv0/3mv0_ligand.sdf
1936,2pwc,2pwc,/storage/ice1/7/3/awallace43/PDBBind_processed/2pwc/2pwc_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2pwc/2pwc_ligand.sdf
1937,3dej,3dej,/storage/ice1/7/3/awallace43/PDBBind_processed/3dej/3dej_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3dej/3dej_ligand.sdf
1938,6jao,6jao,/storage/ice1/7/3/awallace43/PDBBind_processed/6jao/6jao_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6jao/6jao_ligand.sdf
1939,2f94,2f94,/storage/ice1/7/3/awallace43/PDBBind_processed/2f94/2f94_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2f94/2f94_ligand.sdf
1940,6ftz,6ftz,/storage/ice1/7/3/awallace43/PDBBind_processed/6ftz/6ftz_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6ftz/6ftz_ligand.sdf
1941,5cxi,5cxi,/storage/ice1/7/3/awallace43/PDBBind_processed/5cxi/5cxi_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5cxi/5cxi_ligand.sdf
1942,4eqc,4eqc,/storage/ice1/7/3/awallace43/PDBBind_processed/4eqc/4eqc_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4eqc/4eqc_ligand.sdf
1943,2v00,2v00,/storage/ice1/7/3/awallace43/PDBBind_processed/2v00/2v00_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2v00/2v00_ligand.sdf
1944,3wti,3wti,/storage/ice1/7/3/awallace43/PDBBind_processed/3wti/3wti_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3wti/3wti_ligand.sdf
1945,4kil,4kil,/storage/ice1/7/3/awallace43/PDBBind_processed/4kil/4kil_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4kil/4kil_ligand.sdf
1946,4hlw,4hlw,/storage/ice1/7/3/awallace43/PDBBind_processed/4hlw/4hlw_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4hlw/4hlw_ligand.sdf
1947,6e5b,6e5b,/storage/ice1/7/3/awallace43/PDBBind_processed/6e5b/6e5b_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6e5b/6e5b_ligand.sdf
1948,1err,1err,/storage/ice1/7/3/awallace43/PDBBind_processed/1err/1err_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1err/1err_ligand.sdf
1949,4x5p,4x5p,/storage/ice1/7/3/awallace43/PDBBind_processed/4x5p/4x5p_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4x5p/4x5p_ligand.sdf
1950,4mn3,4mn3,/storage/ice1/7/3/awallace43/PDBBind_processed/4mn3/4mn3_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/4mn3/4mn3_ligand.sdf
1951,2yog,2yog,/storage/ice1/7/3/awallace43/PDBBind_processed/2yog/2yog_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/2yog/2yog_ligand.sdf
1952,3uxl,3uxl,/storage/ice1/7/3/awallace43/PDBBind_processed/3uxl/3uxl_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/3uxl/3uxl_ligand.sdf
1953,6msc,6msc,/storage/ice1/7/3/awallace43/PDBBind_processed/6msc/6msc_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/6msc/6msc_ligand.sdf
1954,5mlw,5mlw,/storage/ice1/7/3/awallace43/PDBBind_processed/5mlw/5mlw_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/5mlw/5mlw_ligand.sdf
1955,1ysi,1ysi,/storage/ice1/7/3/awallace43/PDBBind_processed/1ysi/1ysi_protein_processed.pdb,/storage/ice1/7/3/awallace43/PDBBind_processed/1ysi/1ysi_ligand.sdf
